MonthlyIncomeID,StudentID,MonthlyIncome,Month,Year
2142,4816,1076,November,2021
2143,384,1439,November,2022
2144,2714,1610,March,2023
2145,311,1846,October,2021
2146,2767,1989,August,2023
2147,4129,1958,August,2023
2148,5401,1215,January,2021
2149,2557,1781,January,2020
2150,5125,828,August,2021
2151,1873,675,January,2023
2152,1386,981,August,2021
2153,1252,551,January,2022
2154,3845,791,December,2023
2155,2552,1365,December,2023
2156,728,961,October,2022
2157,503,571,April,2023
2158,2089,1766,September,2022
2159,2781,926,September,2021
2160,3406,1120,February,2021
2161,1936,926,January,2020
2162,5171,626,January,2020
2163,4809,1068,October,2020
2164,4020,968,November,2022
2165,1980,1485,January,2020
2166,2798,1640,September,2021
2167,880,1524,June,2022
2168,1870,1137,January,2021
2169,3725,1717,May,2022
2170,3579,930,August,2022
2171,1492,1392,January,2021
2172,2629,951,January,2021
2173,5388,1078,June,2021
2174,3872,1727,March,2023
2175,4122,1442,October,2021
2176,4713,1869,September,2020
2177,3489,818,April,2023
2178,1643,1246,May,2020
2179,3422,1385,December,2020
2180,390,1778,May,2021
2181,1281,1752,October,2023
2182,2501,1873,May,2021
2183,5296,1994,March,2020
2184,1142,1890,April,2023
2185,4370,856,August,2023
2186,4019,1921,June,2021
2187,2676,1052,October,2022
2188,305,737,January,2021
2189,2433,1055,August,2023
2190,4480,1029,November,2023
2191,4955,810,August,2023
2192,461,737,April,2020
2193,2683,1212,May,2021
2194,4140,1155,August,2020
2195,4634,1676,August,2021
2196,4951,1475,November,2021
2197,685,1310,January,2021
2198,2915,1895,April,2023
2199,5197,1730,March,2023
2200,87,511,November,2023
2201,1110,1970,July,2023
2202,1291,738,August,2021
2203,3651,926,June,2020
2204,1213,593,January,2020
2205,3659,1103,June,2022
2206,3871,1488,January,2023
2207,4593,737,December,2022
2208,2376,1828,June,2022
2209,3952,617,August,2023
2210,3741,1854,August,2020
2211,3339,880,February,2023
2212,3672,576,December,2023
2213,4228,730,August,2023
2214,3954,1767,May,2020
2215,2397,832,January,2022
2216,5252,892,December,2022
2217,3625,1868,March,2020
2218,2429,1451,February,2021
2219,984,942,October,2022
2220,644,1119,November,2023
2221,5025,990,April,2023
2222,5358,1114,October,2020
2223,5374,1202,September,2020
2224,5013,1354,November,2023
2225,705,848,May,2022
2226,5352,1319,October,2023
2227,2336,1269,June,2020
2228,3432,1804,April,2022
2229,1809,553,September,2021
2230,573,1036,November,2022
2231,215,1463,May,2023
2232,4911,555,November,2021
2233,988,1439,July,2021
2234,3146,1491,November,2020
2235,2272,659,November,2020
2236,1527,666,August,2020
2237,2277,1350,December,2020
2238,1424,961,June,2021
2239,1653,850,April,2023
2240,4504,1208,March,2021
2241,966,1277,February,2020
2242,3552,593,December,2022
2243,2690,1294,February,2021
2244,2030,1510,October,2020
2245,4487,1815,March,2020
2246,5001,1171,February,2023
2247,2563,1797,February,2023
2248,163,1468,March,2020
2249,2671,1232,July,2022
2250,4464,1564,September,2022
2251,5264,1393,August,2021
2252,1457,680,March,2021
2253,4688,1494,September,2021
2254,4010,947,April,2023
2255,1909,710,June,2023
2256,1851,1652,April,2021
2257,4386,611,September,2023
2258,1632,1664,October,2023
2259,4281,1417,December,2022
2260,4428,521,August,2023
2261,2930,827,April,2020
2262,5148,1390,August,2021
2263,2328,870,July,2022
2264,4555,1021,February,2023
2265,4652,692,March,2022
2266,2035,889,July,2020
2267,3445,1088,August,2021
2268,823,1828,February,2020
2269,3881,1781,January,2022
2270,2230,1201,December,2022
2271,1478,1403,February,2023
2272,4143,1616,January,2022
2273,3453,1325,December,2021
2274,1155,1348,May,2020
2275,1646,657,April,2023
2276,3921,1110,April,2020
2277,730,693,April,2023
2278,3772,1796,August,2022
2279,3647,720,December,2020
2280,1933,1398,May,2023
2281,339,1652,June,2022
2282,3095,647,October,2020
2283,4528,1246,April,2021
2284,2335,1803,November,2021
2285,3140,1670,March,2023
2286,5296,888,April,2021
2287,926,1271,April,2020
2288,1459,1400,July,2021
2289,1998,609,February,2021
2290,2905,753,January,2020
2291,4941,1870,March,2021
2292,204,731,February,2020
2293,1316,835,February,2021
2294,4163,1651,February,2020
2295,5450,1013,October,2023
2296,3885,570,August,2022
2297,651,1300,May,2021
2298,2578,673,August,2021
2299,3498,1097,February,2022
2300,2194,1209,September,2020
2301,3233,513,July,2021
2302,102,1499,January,2020
2303,3206,1650,September,2022
2304,1098,1678,October,2021
2305,2977,526,October,2020
2306,791,1290,August,2023
2307,2186,1089,January,2023
2308,2449,1576,August,2020
2309,1435,1884,January,2021
2310,4756,524,March,2020
2311,2926,1024,June,2021
2312,2206,577,January,2022
2313,1024,1368,June,2020
2314,1795,716,December,2021
2315,3667,1691,September,2023
2316,3242,1521,October,2023
2317,2838,878,October,2022
2318,2710,737,December,2023
2319,1222,1081,April,2021
2320,627,696,April,2023
2321,4417,860,May,2022
2322,584,1131,March,2022
2323,5346,774,October,2021
2324,3914,501,February,2023
2325,3251,750,August,2023
2326,2952,1174,November,2023
2327,5049,1208,February,2021
2328,4080,1760,June,2022
2329,663,716,November,2023
2330,329,551,February,2023
2331,3137,1229,September,2022
2332,4827,1264,October,2023
2333,5169,1213,June,2021
2334,2787,1771,February,2023
2335,4685,1925,October,2022
2336,4042,1299,July,2021
2337,3220,995,July,2023
2338,3480,1290,March,2020
2339,2933,1673,October,2022
2340,354,1076,January,2020
2341,4237,1377,May,2021
2342,1328,1523,February,2022
2343,2788,588,April,2020
2344,468,1671,August,2022
2345,879,1368,November,2023
2346,670,885,October,2022
2347,4842,623,February,2021
2348,3230,1823,May,2021
2349,3509,1425,November,2020
2350,2590,778,March,2020
2351,4019,1936,November,2020
2352,2631,1096,September,2023
2353,1365,1863,April,2022
2354,339,1829,August,2021
2355,3798,1533,July,2021
2356,74,1495,November,2021
2357,1246,582,February,2021
2358,1144,605,January,2023
2359,1002,1181,February,2021
2360,226,1599,July,2022
2361,5176,1449,March,2021
2362,3840,1099,September,2022
2363,1066,962,January,2020
2364,1331,1667,September,2023
2365,2424,1765,March,2021
2366,3574,1354,November,2023
2367,5275,1017,November,2020
2368,3419,1177,August,2023
2369,3466,1680,September,2021
2370,2436,1038,November,2022
2371,2498,1369,June,2023
2372,4718,1403,June,2020
2373,3754,751,February,2023
2374,5321,874,June,2021
2375,4724,886,November,2020
2376,599,1001,January,2021
2377,766,1057,September,2023
2378,3769,1633,July,2023
2379,1388,1916,October,2022
2380,670,1309,October,2022
2381,3929,1656,March,2022
2382,1836,1686,March,2021
2383,3916,1723,December,2023
2384,990,1669,May,2021
2385,4800,634,May,2021
2386,2745,1646,December,2022
2387,1256,1672,January,2021
2388,661,1211,October,2021
2389,496,1796,August,2022
2390,486,1521,May,2023
2391,2134,1864,February,2020
2392,4779,830,July,2020
2393,3137,718,June,2020
2394,3348,1997,July,2023
2395,4795,1857,August,2022
2396,2573,1357,April,2023
2397,455,1034,February,2022
2398,3563,1261,June,2023
2399,1899,982,December,2022
2400,2449,1038,October,2023
2401,143,536,January,2021
2402,62,1435,September,2020
2403,4382,1536,February,2023
2404,4914,1050,March,2020
2405,4244,1367,January,2021
2406,5142,952,October,2023
2407,921,931,March,2022
2408,2270,850,August,2020
2409,628,1639,January,2020
2410,4647,1927,October,2020
2411,4678,1323,October,2023
2412,2642,706,November,2021
2413,2223,1002,May,2022
2414,1376,825,March,2023
2415,3948,751,March,2022
2416,4694,1350,August,2022
2417,3238,1714,November,2023
2418,304,1710,July,2023
2419,2521,1554,October,2023
2420,1843,1136,November,2021
2421,3067,737,August,2021
2422,4748,620,September,2023
2423,4480,1429,January,2020
2424,4768,562,June,2020
2425,880,1076,February,2022
2426,539,822,November,2020
2427,2469,1945,November,2021
2428,3049,1751,April,2020
2429,3195,954,August,2022
2430,3690,724,August,2023
2431,2623,1400,April,2020
2432,1302,1382,August,2023
2433,2143,1662,March,2020
2434,2882,1700,February,2023
2435,2972,1848,October,2022
2436,2349,985,December,2020
2437,4622,1747,December,2021
2438,2963,1381,May,2021
2439,2884,1483,February,2023
2440,3057,1511,June,2023
2441,5500,938,July,2021
2442,1136,549,January,2023
2443,3298,1974,August,2022
2444,2836,832,June,2023
2445,120,1548,May,2020
2446,4575,1978,July,2023
2447,4407,981,July,2022
2448,1680,883,May,2022
2449,2207,605,October,2020
2450,257,613,July,2023
2451,939,747,February,2021
2452,3708,1498,January,2021
2453,17,1954,April,2021
2454,728,1519,January,2021
2455,1489,1500,December,2022
2456,4301,1755,April,2022
2457,3690,1080,May,2021
2458,2735,589,April,2022
2459,449,850,July,2021
2460,2552,532,November,2020
2461,2667,941,June,2022
2462,257,501,July,2020
2463,3906,1254,July,2020
2464,2716,975,January,2021
2465,1571,816,December,2021
2466,535,1553,January,2023
2467,4961,1748,June,2020
2468,3053,1661,October,2020
2469,4808,1341,December,2023
2470,5469,1636,January,2021
2471,3700,1985,January,2020
2472,4257,1017,August,2023
2473,5218,895,April,2022
2474,5018,1278,April,2022
2475,375,1913,December,2022
2476,3206,1029,May,2022
2477,3171,1496,March,2020
2478,3495,809,January,2020
2479,4357,1175,July,2020
2480,5117,1342,November,2021
2481,3123,620,December,2020
2482,4525,1012,May,2020
2483,2775,1356,September,2021
2484,4124,1986,November,2021
2485,3003,1639,September,2022
2486,5441,922,March,2021
2487,3459,1562,September,2021
2488,4245,1780,February,2023
2489,2361,1593,November,2020
2490,3028,1002,July,2021
2491,3101,1031,March,2022
2492,3169,958,September,2020
2493,5424,907,September,2022
2494,480,1366,December,2020
2495,3941,867,July,2021
2496,741,644,May,2021
2497,2891,1630,April,2020
2498,2410,706,October,2023
2499,3245,1969,March,2023
2500,3875,979,August,2023
2501,3958,1097,February,2023
2502,285,553,November,2022
2503,2495,773,December,2020
2504,715,1665,December,2023
2505,905,1196,May,2020
2506,4158,950,January,2021
2507,204,1503,June,2021
2508,2834,1870,December,2021
2509,2087,1016,August,2022
2510,2489,1609,February,2020
2511,595,1917,September,2023
2512,1497,993,June,2021
2513,3831,1770,August,2020
2514,3181,1118,April,2021
2515,230,556,February,2020
2516,2161,957,March,2021
2517,1366,1313,April,2020
2518,1855,1765,March,2021
2519,637,1767,July,2020
2520,3265,1800,November,2020
2521,5069,1573,February,2023
2522,4196,667,September,2023
2523,1330,985,May,2020
2524,3529,927,January,2022
2525,3533,1103,March,2022
2526,2417,1403,April,2020
2527,4119,590,March,2021
2528,1122,705,November,2022
2529,1741,594,September,2021
2530,519,992,January,2021
2531,2518,569,August,2023
2532,4526,787,December,2023
2533,1165,1130,September,2021
2534,4476,1742,July,2023
2535,1388,1476,April,2021
2536,1582,1472,January,2023
2537,1199,621,April,2023
2538,5201,1038,March,2020
2539,670,942,April,2021
2540,1922,1472,August,2022
2541,2620,1292,December,2020
2542,1207,1024,December,2020
2543,5482,1813,May,2020
2544,3750,1417,December,2020
2545,93,1699,March,2023
2546,3631,1512,May,2021
2547,138,1905,May,2023
2548,3994,537,May,2021
2549,226,1621,September,2020
2550,4312,1393,March,2021
2551,2242,1183,April,2023
2552,5229,543,October,2020
2553,1759,1872,September,2020
2554,3518,542,July,2021
2555,2588,1721,May,2022
2556,3628,772,September,2022
2557,461,1471,April,2021
2558,994,993,November,2022
2559,4786,1416,October,2022
2560,3839,748,November,2020
2561,4426,1823,June,2021
2562,174,502,March,2023
2563,2695,892,January,2020
2564,1487,1193,June,2022
2565,600,727,May,2023
2566,202,1706,September,2022
2567,1539,1785,March,2023
2568,1394,1323,May,2020
2569,2869,1143,April,2022
2570,1779,925,February,2021
2571,3887,1646,July,2021
2572,2644,870,February,2023
2573,2878,1748,April,2021
2574,3285,1383,September,2022
2575,5375,1392,February,2020
2576,1627,1513,April,2021
2577,3998,1242,September,2021
2578,318,1929,May,2020
2579,2060,1949,October,2023
2580,5057,1840,April,2021
2581,3487,1311,May,2022
2582,1425,1028,September,2021
2583,566,1399,August,2021
2584,5270,615,November,2023
2585,4921,1835,November,2023
2586,2025,1217,March,2021
2587,2201,1449,July,2021
2588,4656,1784,May,2020
2589,2868,588,November,2022
2590,3410,1195,July,2023
2591,880,1483,September,2022
2592,657,906,December,2022
2593,3367,1962,February,2023
2594,2915,678,May,2020
2595,5495,780,May,2020
2596,4051,1015,September,2023
2597,691,566,July,2022
2598,4002,532,June,2022
2599,4271,947,March,2020
2600,784,843,January,2021
2601,1920,1672,February,2022
2602,3893,998,August,2023
2603,624,1176,July,2020
2604,315,711,June,2021
2605,3571,1197,November,2021
2606,2049,1814,August,2021
2607,3572,1499,August,2021
2608,2923,503,March,2021
2609,921,1328,September,2022
2610,1239,1961,February,2020
2611,986,726,November,2020
2612,5034,813,January,2023
2613,3144,591,June,2023
2614,2036,1437,August,2020
2615,4753,973,October,2021
2616,3791,1543,October,2023
2617,2072,1220,June,2020
2618,3198,1823,October,2021
2619,5261,1837,December,2023
2620,4662,767,July,2020
2621,3731,1185,May,2021
2622,2643,1438,January,2020
2623,4773,1062,March,2023
2624,2261,639,November,2022
2625,836,1263,July,2021
2626,3685,1030,September,2022
2627,1896,1466,March,2021
2628,4479,611,March,2023
2629,372,572,April,2023
2630,4951,1542,December,2023
2631,3283,1076,March,2022
2632,4388,1882,September,2020
2633,5093,719,February,2023
2634,5155,848,January,2020
2635,1541,771,September,2022
2636,1579,1884,December,2020
2637,5174,1431,September,2022
2638,4450,1480,June,2020
2639,4216,1504,December,2023
2640,1512,1159,September,2020
2641,3356,1123,October,2022
2642,3142,1921,March,2020
2643,2392,881,February,2023
2644,468,640,January,2023
2645,634,1975,May,2021
2646,4366,1525,February,2021
2647,2168,1995,July,2021
2648,1594,1464,October,2023
2649,3483,1225,March,2020
2650,1376,1926,November,2021
2651,2704,1552,July,2021
2652,2514,1936,November,2021
2653,4435,644,October,2023
2654,4007,1101,January,2020
2655,218,1658,April,2023
2656,3342,1183,January,2021
2657,2799,1218,August,2021
2658,3376,1432,December,2023
2659,1164,1216,May,2021
2660,2451,609,April,2023
2661,3730,1916,October,2021
2662,4063,1404,November,2021
2663,5477,550,August,2022
2664,1242,544,January,2020
2665,1205,536,June,2022
2666,2981,781,January,2022
2667,4612,1720,November,2023
2668,2691,786,September,2022
2669,2013,793,May,2021
2670,1812,601,December,2022
2671,4339,704,April,2023
2672,4894,565,November,2022
2673,247,1050,February,2021
2674,554,898,January,2021
2675,3685,538,May,2020
2676,95,1502,July,2021
2677,941,1177,July,2021
2678,3905,1746,September,2023
2679,1120,1819,December,2021
2680,4991,1535,June,2022
2681,4182,1779,January,2022
2682,1500,1557,August,2022
2683,2545,873,September,2021
2684,3396,675,November,2021
2685,769,1132,July,2023
2686,1887,1819,June,2021
2687,2352,611,December,2023
2688,74,989,January,2020
2689,5223,523,June,2022
2690,502,1524,June,2022
2691,4317,1892,February,2020
2692,2184,617,February,2022
2693,5475,1646,November,2022
2694,2221,1514,March,2021
2695,1022,1567,August,2021
2696,974,835,December,2022
2697,4827,701,June,2023
2698,4753,1024,July,2020
2699,4029,1335,May,2020
2700,1396,1469,April,2020
2701,2310,782,September,2020
2702,5358,931,November,2021
2703,5118,1867,September,2020
2704,3182,1284,February,2022
2705,2119,1600,August,2023
2706,2477,1836,January,2020
2707,4814,900,January,2020
2708,4503,788,October,2023
2709,4664,1846,February,2020
2710,4249,635,July,2020
2711,2821,1180,May,2021
2712,17,728,November,2021
2713,445,940,November,2021
2714,5192,534,October,2021
2715,3035,1402,April,2022
2716,474,1382,March,2022
2717,2807,1059,May,2023
2718,4991,871,August,2021
2719,4506,986,May,2021
2720,2651,1275,June,2023
2721,736,674,September,2020
2722,1675,1959,September,2020
2723,3495,1413,July,2023
2724,771,1540,November,2021
2725,274,1418,December,2023
2726,2869,1801,August,2021
2727,1540,929,June,2020
2728,4563,1053,September,2022
2729,5068,1331,February,2023
2730,516,568,January,2021
2731,520,1331,October,2023
2732,5247,666,December,2022
2733,1484,1759,July,2023
2734,2351,1534,April,2022
2735,3007,891,May,2020
2736,4709,1098,June,2020
2737,4387,1298,August,2021
2738,1400,970,April,2020
2739,5427,1832,March,2022
2740,758,1190,June,2022
2741,697,822,June,2021
2742,3214,512,September,2022
2743,560,1809,November,2020
2744,1528,1071,June,2023
2745,1180,775,February,2021
2746,777,1804,October,2023
2747,1882,1896,January,2020
2748,1486,1800,September,2023
2749,3714,1072,January,2022
2750,544,1068,July,2023
2751,2849,1949,May,2020
2752,4603,1429,March,2023
2753,2982,1298,November,2021
2754,2713,1251,May,2023
2755,274,1499,September,2023
2756,1148,1165,May,2023
2757,5051,522,December,2023
2758,5339,937,April,2020
2759,973,835,May,2022
2760,4398,685,September,2021
2761,1538,1721,October,2023
2762,1155,1129,August,2022
2763,3284,1758,November,2020
2764,2086,1820,January,2023
2765,3784,670,June,2023
2766,1221,1450,May,2021
2767,2422,1270,December,2023
2768,5339,1260,April,2021
2769,3816,1208,December,2020
2770,3371,1650,August,2020
2771,3397,557,May,2022
2772,2903,1565,January,2022
2773,2597,682,December,2021
2774,1356,1688,April,2021
2775,1676,1296,March,2022
2776,1481,1448,August,2020
2777,5112,853,October,2022
2778,4015,1021,February,2023
2779,1068,1651,November,2022
2780,5223,1271,June,2020
2781,3689,1106,June,2023
2782,1385,1471,April,2022
2783,3196,1796,May,2020
2784,1631,1171,August,2021
2785,5336,1069,August,2020
2786,2319,799,December,2022
2787,4347,885,October,2020
2788,2411,1829,April,2021
2789,2706,1731,February,2022
2790,1269,805,April,2022
2791,4207,1017,July,2022
2792,3701,1526,December,2022
2793,4403,1526,April,2022
2794,4901,1285,March,2020
2795,1358,1210,August,2023
2796,5058,1171,February,2021
2797,4361,1276,September,2020
2798,2494,1613,June,2023
2799,3327,1387,November,2022
2800,526,1614,December,2020
2801,4626,1946,June,2022
2802,4923,757,May,2023
2803,3051,1291,August,2021
2804,1063,1283,June,2020
2805,911,1083,September,2021
2806,1456,1214,April,2023
2807,3893,680,November,2020
2808,3496,943,August,2022
2809,394,671,June,2022
2810,1344,864,November,2020
2811,1014,1561,November,2023
2812,3848,959,December,2023
2813,3026,697,July,2020
2814,1983,878,May,2021
2815,226,676,January,2021
2816,5021,1300,December,2022
2817,720,1349,January,2023
2818,1078,600,November,2021
2819,770,1983,January,2021
2820,790,1869,December,2022
2821,1110,1643,January,2023
2822,1197,638,December,2022
2823,3036,1319,May,2020
2824,4856,1860,March,2023
2825,4961,1602,August,2023
2826,548,1314,November,2021
2827,271,662,July,2020
2828,1233,1716,June,2021
2829,2731,860,August,2023
2830,3242,1922,August,2022
2831,4042,1040,September,2022
2832,1270,1618,June,2022
2833,2133,784,June,2021
2834,4636,864,June,2023
2835,567,1085,December,2023
2836,2993,911,January,2023
2837,666,1677,November,2022
2838,2641,1616,March,2023
2839,3521,1136,September,2022
2840,5326,881,December,2020
2841,2042,1385,March,2020
2842,4452,1746,June,2021
2843,2439,1858,November,2022
2844,4840,1086,December,2021
2845,384,1055,September,2021
2846,1689,852,March,2020
2847,4129,998,June,2023
2848,1266,855,September,2020
2849,4649,599,October,2020
2850,1209,1770,August,2021
2851,4325,1749,June,2022
2852,698,1907,October,2020
2853,1230,842,December,2020
2854,772,1420,July,2020
2855,2762,1193,February,2023
2856,1421,1403,November,2022
2857,5155,650,December,2023
2858,3919,700,May,2021
2859,2280,1400,February,2021
2860,5070,1046,September,2022
2861,3328,891,December,2023
2862,2369,1802,February,2021
2863,2670,1445,July,2022
2864,3855,1047,March,2023
2865,2458,1720,January,2023
2866,4571,1848,June,2020
2867,3952,1293,January,2022
2868,1204,1120,July,2023
2869,2043,981,June,2021
2870,2551,1464,December,2020
2871,1725,1905,July,2023
2872,3194,1681,January,2020
2873,1431,1368,November,2020
2874,1380,1431,September,2020
2875,5199,682,July,2023
2876,4561,1551,August,2023
2877,3855,1013,July,2023
2878,1148,906,May,2022
2879,4242,1330,October,2021
2880,3666,988,August,2023
2881,381,1116,August,2021
2882,4149,838,January,2020
2883,4497,1123,November,2022
2884,1598,1557,July,2023
2885,2851,1541,October,2021
2886,3683,1258,May,2022
2887,381,1257,October,2022
2888,2382,1818,March,2023
2889,521,736,September,2022
2890,4412,816,May,2021
2891,1372,1512,March,2022
2892,74,1705,October,2023
2893,2754,1090,February,2022
2894,1000,819,June,2021
2895,1828,1265,June,2023
2896,1956,1439,June,2022
2897,230,612,April,2022
2898,1815,934,October,2020
2899,2534,925,March,2023
2900,1221,961,December,2020
2901,895,928,January,2023
2902,4430,1066,October,2021
2903,5463,1016,May,2022
2904,4247,1169,December,2023
2905,4777,1687,November,2020
2906,1000,1358,October,2022
2907,292,1208,May,2022
2908,4621,1882,April,2022
2909,4497,1500,May,2021
2910,4568,582,March,2020
2911,1981,1097,February,2021
2912,4548,706,June,2020
2913,4520,1700,July,2021
2914,3346,944,April,2021
2915,1368,1880,January,2023
2916,1304,765,December,2023
2917,3899,1743,March,2020
2918,4575,1160,December,2023
2919,1035,1795,June,2022
2920,4106,1846,February,2023
2921,5382,647,May,2021
2922,3935,1290,November,2021
2923,2782,1642,February,2023
2924,1939,1908,October,2021
2925,756,1129,March,2023
2926,328,1742,July,2022
2927,3919,1561,March,2021
2928,2689,746,March,2023
2929,5108,1507,February,2022
2930,5249,1034,October,2021
2931,4235,1581,September,2020
2932,2065,1183,March,2020
2933,2132,1047,December,2023
2934,689,1984,February,2023
2935,1231,1735,May,2021
2936,1323,527,April,2021
2937,4329,904,December,2023
2938,5379,671,May,2023
2939,4400,1636,December,2022
2940,2945,1395,September,2023
2941,1542,810,September,2020
2942,1587,776,December,2021
2943,3414,1380,September,2021
2944,3161,1782,November,2021
2945,4270,1378,September,2022
2946,2405,749,July,2023
2947,1088,1803,May,2020
2948,301,662,June,2022
2949,5418,942,March,2020
2950,1930,1224,March,2020
2951,5086,1012,November,2023
2952,2142,639,July,2023
2953,3035,1780,November,2020
2954,3447,693,September,2023
2955,4027,583,March,2023
2956,902,557,May,2020
2957,477,1160,December,2022
2958,2804,943,May,2023
2959,2204,942,October,2021
2960,2712,1572,November,2020
2961,2759,1899,November,2020
2962,1245,700,December,2022
2963,205,1380,February,2020
2964,3700,1304,June,2023
2965,3991,813,February,2022
2966,3541,984,July,2020
2967,550,1428,June,2021
2968,4064,697,April,2023
2969,2040,777,March,2020
2970,1184,1402,February,2023
2971,5385,1674,January,2021
2972,4513,1976,August,2020
2973,1983,604,November,2022
2974,5342,1440,February,2020
2975,3695,904,December,2023
2976,5470,1487,December,2021
2977,1499,569,October,2020
2978,622,1338,April,2023
2979,4678,829,December,2023
2980,1209,1648,July,2022
2981,4719,716,September,2020
2982,5036,1791,December,2021
2983,1762,1893,April,2022
2984,4023,1606,June,2020
2985,451,610,February,2023
2986,110,1785,January,2022
2987,4745,1178,June,2022
2988,1190,522,June,2023
2989,20,1876,March,2023
2990,2883,1374,December,2020
2991,3720,1817,January,2023
2992,548,1521,December,2022
2993,819,563,September,2021
2994,872,1274,January,2021
2995,783,1892,March,2022
2996,2082,913,February,2020
2997,968,1119,March,2022
2998,4280,659,December,2022
2999,2193,664,May,2022
3000,25,1583,December,2021
3001,1581,1047,February,2022
3002,102,802,June,2021
3003,4842,1065,June,2023
3004,5101,1652,June,2022
3005,212,1347,May,2022
3006,4496,621,January,2020
3007,3410,1165,June,2022
3008,4192,1431,April,2021
3009,61,1887,May,2022
3010,1911,1334,February,2023
3011,2486,1822,November,2022
3012,4189,1545,May,2021
3013,1536,1923,February,2023
3014,4587,1411,October,2021
3015,2822,936,December,2022
3016,1499,1445,December,2022
3017,3234,1863,March,2023
3018,2806,655,September,2022
3019,4223,1351,June,2021
3020,3196,1635,April,2020
3021,5030,593,October,2020
3022,1995,540,November,2022
3023,3185,1804,October,2021
3024,1031,1083,November,2023
3025,1382,1690,June,2020
3026,2846,653,July,2020
3027,1624,736,March,2022
3028,4654,662,September,2020
3029,1150,1915,January,2020
3030,3535,1286,July,2020
3031,3847,1331,July,2020
3032,3733,1023,January,2021
3033,3413,735,July,2020
3034,2454,839,July,2021
3035,2606,1858,July,2022
3036,3089,1171,February,2021
3037,318,890,December,2022
3038,5379,1564,October,2021
3039,3108,730,March,2020
3040,4775,1481,November,2020
3041,2786,877,May,2021
3042,3030,733,March,2023
3043,306,1575,July,2023
3044,1867,902,April,2022
3045,4719,677,March,2022
3046,4540,1765,August,2022
3047,5318,1061,February,2023
3048,5398,968,November,2021
3049,680,1011,November,2021
3050,3382,608,August,2020
3051,2814,1753,March,2020
3052,462,682,June,2020
3053,3537,1405,August,2022
3054,2525,1965,April,2023
3055,5163,1452,August,2023
3056,3470,1143,June,2021
3057,5236,1003,March,2020
3058,3013,757,February,2023
3059,2232,1099,July,2023
3060,1728,998,October,2023
3061,2066,947,March,2020
3062,991,1943,March,2020
3063,1996,980,March,2022
3064,402,872,July,2020
3065,5257,1439,October,2021
3066,5178,1273,June,2022
3067,17,1690,October,2022
3068,682,973,August,2022
3069,5297,1117,October,2020
3070,3355,983,May,2021
3071,5498,1692,January,2023
3072,1125,1301,July,2020
3073,700,929,November,2022
3074,449,1062,November,2021
3075,942,517,February,2022
3076,1266,526,April,2023
3077,1161,1164,November,2020
3078,3200,1125,September,2021
3079,3620,1640,January,2022
3080,4110,1830,May,2020
3081,3541,764,April,2022
3082,866,1957,May,2020
3083,850,656,December,2023
3084,1979,801,July,2020
3085,1095,666,September,2022
3086,5485,772,March,2023
3087,931,515,January,2022
3088,1440,537,April,2020
3089,85,1143,May,2022
3090,3160,537,June,2021
3091,2515,1266,December,2023
3092,2122,876,November,2022
3093,4722,926,December,2022
3094,2685,1373,December,2022
3095,3358,1467,June,2020
3096,1660,561,September,2022
3097,3296,1133,March,2020
3098,4055,1582,December,2023
3099,90,1279,August,2021
3100,6,1636,September,2021
3101,3710,618,November,2021
3102,3886,1065,October,2022
3103,5395,710,October,2022
3104,2786,732,April,2021
3105,3944,1629,June,2022
3106,4775,973,April,2021
3107,390,1556,January,2020
3108,3078,636,October,2021
3109,487,724,January,2023
3110,4265,1574,August,2021
3111,1389,960,March,2021
3112,4226,1396,May,2020
3113,1493,524,January,2021
3114,725,755,October,2021
3115,4524,1638,December,2021
3116,1108,1413,October,2020
3117,2540,1968,February,2020
3118,4413,1503,November,2021
3119,4102,1836,December,2023
3120,473,964,August,2021
3121,4955,1995,August,2021
3122,3363,1238,June,2022
3123,4853,1741,December,2020
3124,2389,1229,October,2020
3125,2031,1595,September,2022
3126,824,1815,January,2020
3127,2033,1641,June,2020
3128,3828,1030,May,2021
3129,5359,1870,March,2021
3130,2117,1179,June,2020
3131,5385,1767,August,2022
3132,2324,758,March,2023
3133,2372,1480,April,2021
3134,3489,1696,February,2022
3135,3652,1181,July,2020
3136,616,547,January,2020
3137,3134,696,October,2022
3138,1229,1863,November,2022
3139,4993,1709,May,2023
3140,5078,1054,August,2021
3141,2866,1045,January,2020
3142,2428,1029,August,2022
3143,2155,737,November,2022
3144,3329,693,August,2020
3145,3617,1848,September,2023
3146,3249,834,November,2023
3147,2154,1920,April,2022
3148,3495,1459,October,2023
3149,2355,1529,September,2022
3150,1721,621,March,2022
3151,5345,979,December,2023
3152,1753,538,May,2023
3153,5057,648,May,2020
3154,3465,1007,March,2022
3155,3426,1695,October,2020
3156,435,786,September,2020
3157,1596,1253,August,2023
3158,4556,1849,March,2022
3159,3641,978,May,2022
3160,2562,1027,December,2023
3161,2602,1569,July,2023
3162,5147,1352,June,2020
3163,2905,1894,November,2023
3164,1013,1948,June,2021
3165,2544,1294,April,2021
3166,1477,1007,August,2021
3167,4494,561,July,2020
3168,5111,979,December,2021
3169,2357,1075,November,2022
3170,3173,1768,August,2022
3171,1747,1158,August,2021
3172,1726,1096,February,2022
3173,2906,1636,December,2021
3174,3969,1937,December,2021
3175,4610,1728,November,2022
3176,3232,1743,May,2021
3177,1804,806,July,2022
3178,3988,708,October,2023
